image_names,tags
stitch_395, agriculture clear cultivation primary clear cultivation habitation primary road clear primary 
stitch_396,partly_cloudy primary  clear primary road agriculture clear primary road water 
stitch_397,clear primary blooming clear cultivation primary clear primary agriculture clear habitation primary 
stitch_398, clear primary  clear primary 
stitch_399, agriculture partly_cloudy primary  agriculture clear cultivation habitation primary road 
stitch_400,agriculture partly_cloudy primary water partly_cloudy primary clear primary partly_cloudy primary road 
stitch_401, agriculture partly_cloudy primary partly_cloudy primary partly_cloudy primary 
stitch_402,clear cultivation primary partly_cloudy primary agriculture clear primary road clear water 
stitch_403,clear primary partly_cloudy primary partly_cloudy primary clear primary 
stitch_404,clear primary clear primary partly_cloudy primary water partly_cloudy primary 
stitch_405,partly_cloudy primary clear primary clear primary bare_ground clear primary 
stitch_406,agriculture clear primary road partly_cloudy primary agriculture clear habitation primary road clear primary 
stitch_407,agriculture partly_cloudy primary clear primary partly_cloudy primary agriculture clear primary 
stitch_408,partly_cloudy primary water clear primary agriculture clear primary road agriculture partly_cloudy primary road 
stitch_409,agriculture partly_cloudy primary water clear primary clear primary  
stitch_410,clear primary agriculture partly_cloudy primary road  clear primary 
stitch_411,clear primary agriculture cultivation partly_cloudy primary  clear primary water 
stitch_412,partly_cloudy primary agriculture clear cultivation primary road agriculture clear cultivation primary road partly_cloudy primary road water 
stitch_413,clear primary clear primary clear primary clear primary 
stitch_414,agriculture clear primary clear primary clear primary clear primary 
stitch_415,cloud haze
stitch_416,agriculture clear habitation primary road partly_cloudy primary water agriculture partly_cloudy primary road water partly_cloudy primary 
stitch_417,clear primary blooming clear primary  agriculture clear primary water 
stitch_418,clear primary road selective_logging clear primary clear primary clear primary 
stitch_419,agriculture clear primary partly_cloudy primary clear primary agriculture clear habitation primary road 
stitch_420, clear primary clear primary water agriculture clear primary road water 
stitch_421,clear primary clear primary clear primary road water agriculture clear habitation primary road 
stitch_422,clear primary artisinal_mine clear primary water clear primary road agriculture cultivation habitation partly_cloudy primary road water 
stitch_423,partly_cloudy primary water clear cultivation habitation primary agriculture clear cultivation cultivation primary road clear primary 
stitch_424,clear primary partly_cloudy primary  clear primary 
stitch_425,partly_cloudy primary water clear primary agriculture partly_cloudy primary road  
stitch_426,cloud haze
stitch_427,agriculture clear cultivation primary partly_cloudy primary clear primary  
stitch_428,agriculture cultivation partly_cloudy primary road clear primary clear primary water clear primary water 
stitch_429,clear primary  agriculture clear primary clear primary 
stitch_430,clear primary clear primary selective_logging  clear primary road 
stitch_431,agriculture clear primary road agriculture clear habitation primary road water agriculture partly_cloudy primary water agriculture clear primary 
stitch_432,agriculture clear primary  partly_cloudy primary clear primary 
stitch_433,partly_cloudy primary water blooming clear primary clear primary agriculture clear primary water 
stitch_434,cloud haze
stitch_435,agriculture clear primary clear primary clear habitation primary road agriculture cultivation habitation partly_cloudy primary road 
stitch_436,clear primary clear primary water clear primary water agriculture cultivation partly_cloudy primary 
stitch_437, agriculture partly_cloudy primary road clear primary partly_cloudy primary 
stitch_438,agriculture habitation partly_cloudy primary road clear primary clear primary agriculture clear habitation primary road 
stitch_439,cloud haze
stitch_440,clear primary clear primary agriculture clear cultivation primary clear primary 
stitch_441, partly_cloudy primary clear primary agriculture partly_cloudy primary road 
stitch_442,agriculture clear primary water clear primary clear primary agriculture clear road 
stitch_443,partly_cloudy primary clear primary clear primary clear primary road water 
stitch_444,  clear primary clear primary water 
stitch_445,clear primary agriculture clear habitation primary road  agriculture clear cultivation primary 
stitch_446,clear primary agriculture clear primary road  agriculture clear primary road 
stitch_447,clear primary agriculture partly_cloudy primary road agriculture clear habitation primary road water clear primary water 
stitch_448,clear primary water  agriculture cultivation partly_cloudy primary partly_cloudy primary 
stitch_449,clear primary clear primary water  clear primary 
stitch_450,clear primary  clear primary clear primary 
stitch_451, clear primary clear primary blooming clear primary 
stitch_452,clear primary blooming agriculture clear cultivation primary road clear primary blooming clear primary 
